bn:00000153n	ANALYZE
bn:00000166n	SING
bn:00000212n	GIVE-UP_ABOLISH_ABANDON
bn:00000214n	DISCARD
bn:00000223n	REDUCE_DIMINISH
bn:00000224n	PRECLUDE_FORBID_EXPEL
bn:00000240n	REDUCE_DIMINISH
bn:00000246n	GIVE-UP_ABOLISH_ABANDON
bn:00000253n	BREATH_BLOW
bn:00000259n	EMPTY_UNLOAD
bn:00000260n	REMOVE_TAKE-AWAY_KIDNAP
bn:00000264n	REMOVE_TAKE-AWAY_KIDNAP
bn:00000265n	MOVE-SOMETHING
bn:00000291n	TURN_CHANGE-DIRECTION
bn:00000302n	TOLERATE
bn:00000319n	GIVE-BIRTH
bn:00000321n	WORSEN
bn:00000328n	FINISH_CONCLUDE_END
bn:00000330n	REMOVE_TAKE-AWAY_KIDNAP
bn:00000331n	CORRODE_WEAR-AWAY_SCRATCH
bn:00000336n	DOWNPLAY_HUMILIATE
bn:00000339n	WASH_CLEAN
bn:00000342n	GIVE-UP_ABOLISH_ABANDON
bn:00000343n	ABSTAIN_AVOID_REFRAIN
bn:00000350n	VIOLATE
bn:00000358n	GIVE-UP_ABOLISH_ABANDON
bn:00000364n	DISLIKE
bn:00000369n	FINISH_CONCLUDE_END
bn:00000371n	KILL
bn:00000372n	EXCRETE
bn:00000378n	TURN_CHANGE-DIRECTION
bn:00000379n	THINK
bn:00000393n	CORRODE_WEAR-AWAY_SCRATCH
bn:00000401n	CANCEL_ELIMINATE
bn:00000421n	LOSE
bn:00000422n	REMOVE_TAKE-AWAY_KIDNAP
bn:00000424n	LEAVE_DEPART_RUN-AWAY
bn:00000428n	LEAVE_DEPART_RUN-AWAY
bn:00000430n	SLEEP
bn:00000431n	MISS_OMIT_LACK
bn:00000435n	MISS_OMIT_LACK
bn:00000450n	PERCEIVE
bn:00000457n	PARDON
bn:00000471n	ABSORB
bn:00000472n	ABSORB
bn:00000477n	REFLECT
bn:00000487n	ABSTAIN_AVOID_REFRAIN
bn:00000497n	REMOVE_TAKE-AWAY_KIDNAP
bn:00000498n	THINK
bn:00000560n	REQUIRE_NEED_WANT_HOPE
bn:00000565n	WORK
bn:00000628n	SPEED-UP
bn:00000629n	SPEED-UP
bn:00000651n	AGREE_ACCEPT
bn:00000654n	AGREE_ACCEPT
bn:00000655n	CALCULATE_ESTIMATE
bn:00000665n	TAKE
bn:00000666n	ENTER
bn:00000672n	ADD
bn:00000675n	AGREE_ACCEPT
bn:00000676n	ACHIEVE
bn:00000690n	HURT_HARM_ACHE
bn:00000691n	HAPPEN_OCCUR
bn:00000702n	CAUSE-MENTAL-STATE
bn:00000708n	HARMONIZE
bn:00000710n	LOAD_PROVIDE_CHARGE_FURNISH
bn:00000711n	ADJUST_CORRECT
bn:00000714n	PERCEIVE
bn:00000716n	ACCOMPANY
bn:00000724n	ACHIEVE
bn:00000727n	AGREE_ACCEPT
bn:00000731n	GIVE_GIFT
bn:00000752n	CALCULATE_ESTIMATE
bn:00000754n	WORK
bn:00000765n	AGREE_ACCEPT
bn:00000766n	INCREASE_ENLARGE_MULTIPLY
bn:00000768n	COMBINE_MIX_UNITE
bn:00000769n	INCREASE_ENLARGE_MULTIPLY
bn:00000770n	INCREASE_ENLARGE_MULTIPLY
bn:00000776n	LEARN
bn:00000772n	AMASS
bn:00000793n	SCORE
bn:00000852n	INSERT
bn:00000865n	CONVERT
bn:00000904n	COMPENSATE
bn:00000913n	ANALYZE
bn:00000916n	CONVERT
bn:00000917n	MEASURE_EVALUATE
bn:00000919n	TASTE
bn:00000980n	MAKE-A-SOUND
bn:00000983n	EMIT
bn:00000976n	RESIST
bn:00001004n	OBTAIN
bn:00001005n	OBTAIN
bn:00001010n	SUBJECTIVE-JUDGING
bn:00001022n	SMELL
bn:00001034n	PERFORM
bn:00001035n	PERFORM
bn:00001036n	PERFORM
bn:00001060n	NAME
bn:00001077n	CARRY-OUT-ACTION
bn:00001079n	PERFORM
bn:00001081n	AFFECT
bn:00001092n	PERFORM
bn:00001099n	EMIT
bn:00001113n	MEASURE_EVALUATE
bn:00001127n	CARRY-OUT-ACTION
bn:00001135n	DECREE_DECLARE
bn:00001136n	CARRY-OUT-ACTION
