bn:00000153n	na:0176f
bn:00000166n	na:0347f
bn:00000212n	na:0253f
bn:00000214n	na:0255f
bn:00000223n	na:0241f
bn:00000224n	na:0181f
bn:00000240n	na:0241f
bn:00000246n	na:0253f
bn:00000253n	na:0535f
bn:00000259n	na:0457f
bn:00000260n	na:0239f
bn:00000264n	na:0239f
bn:00000265n	na:0153f
bn:00000291n	na:0282f
bn:00000302n	na:0001f
bn:00000319n	na:0038f
bn:00000321n	na:0432f
bn:00000328n	na:0429f
bn:00000330n	na:0239f
bn:00000331n	na:0139f
bn:00000336n	na:0414f
bn:00000339n	na:0155f
bn:00000342n	na:0253f
bn:00000343n	na:0260f
bn:00000350n	na:0356f
bn:00000358n	na:0253f
bn:00000364n	na:0592f
bn:00000369n	na:0429f
bn:00000371n	na:0062f
bn:00000372n	na:0160f
bn:00000378n	na:0282f
bn:00000379n	na:0096f
bn:00000393n	na:0139f
bn:00000401n	na:0491f
bn:00000421n	na:0556f
bn:00000422n	na:0239f
bn:00000424n	na:0119f
bn:00000428n	na:0119f
bn:00000430n	na:0452f
bn:00000431n	na:0598f
bn:00000435n	na:0598f
bn:00000450n	na:0576f
bn:00000457n	na:0426f
bn:00000471n	na:0004f
bn:00000472n	na:0004f
bn:00000477n	na:0609f
bn:00000487n	na:0260f
bn:00000497n	na:0239f
bn:00000498n	na:0096f
bn:00000560n	na:0032f
bn:00000565n	na:0597f
bn:00000628n	na:0500f
bn:00000629n	na:0500f
bn:00000651n	na:0025f
bn:00000654n	na:0025f
bn:00000655n	na:0064f
bn:00000665n	na:0010f
bn:00000666n	na:0506f
bn:00000672n	na:0366f
bn:00000675n	na:0025f
bn:00000676n	na:0015f
bn:00000690n	na:0431f
bn:00000691n	na:0111f
bn:00000702n	na:0582f
bn:00000708n	na:0052f
bn:00000710n	na:0496f
bn:00000711n	na:0091f
bn:00000714n	na:0576f
bn:00000716n	na:0264f
bn:00000724n	na:0015f
bn:00000727n	na:0025f
bn:00000731n	na:0189f
bn:00000752n	na:0064f
bn:00000754n	na:0597f
bn:00000765n	na:0025f
bn:00000766n	na:0430f
bn:00000768n	na:0434f
bn:00000769n	na:0430f
bn:00000770n	na:0430f
bn:00000776n	na:0005f
bn:00000772n	na:0396f
bn:00000793n	na:0423f
bn:00000852n	na:0422f
bn:00000865n	na:0248f
bn:00000904n	na:0266f
bn:00000913n	na:0176f
bn:00000916n	na:0248f
bn:00000917n	na:0364f
bn:00000919n	na:0538f
bn:00000980n	na:0240f
bn:00000983n	na:0059f
bn:00000976n	na:0145f
bn:00001004n	na:0290f
bn:00001005n	na:0290f
bn:00001010n	na:0021f
bn:00001022n	na:0577f
bn:00001034n	na:0014f
bn:00001035n	na:0014f
bn:00001036n	na:0014f
bn:00001060n	na:0065f
bn:00001077n	na:0147f
bn:00001079n	na:0014f
bn:00001081n	na:0201f
bn:00001092n	na:0014f
bn:00001099n	na:0059f
bn:00001113n	na:0364f
bn:00001127n	na:0147f
bn:00001135n	na:0130f
bn:00001136n	na:0147f
bn:00001139n	na:0564f
bn:00001151n	na:0435f
bn:00001152n	na:0183f
bn:00001153n	na:0248f
bn:00001158n	na:0251f
bn:00001160n	na:0038f
bn:00001166n	na:0003f
bn:00001172n	na:0147f
bn:00001184n	na:0581f
bn:00001185n	na:0040f
bn:00001186n	na:0356f
bn:00001203n	na:0463f
bn:00001204n	na:0463f
bn:00001225n	na:0434f
bn:00001238n	na:0566f
bn:00001267n	na:0091f
bn:00001268n	na:0091f
bn:00001271n	na:0564f
bn:00001289n	na:0619f
bn:00001293n	na:0366f
bn:00001297n	na:0434f
bn:00001304n	na:0009f
bn:00001315n	na:0153f
bn:00001338n	na:0239f
bn:00001373n	na:0248f
bn:00001398n	na:0429f
bn:00001399n	na:0029f
bn:00001400n	na:0130f
bn:00001406n	na:0330f
bn:00000706n	na:0170f
bn:00001411n	na:0091f
bn:00001422n	na:0125f
bn:00001424n	na:0189f
bn:00001427n	na:0384f
bn:00001429n	na:0384f
bn:00001431n	na:0336f
bn:00001437n	na:0597f
bn:00001446n	na:0125f
bn:00001455n	na:0344f
bn:00001460n	na:0011f
bn:00000649n	na:0022f
bn:00001494n	na:0008f
bn:00001498n	na:0344f
bn:00001499n	na:0101f
bn:00001501n	na:0400f
bn:00001502n	na:0327f
bn:00001509n	na:0239f
bn:00001511n	na:0552f
bn:00001513n	na:0198f
bn:00001521n	na:0004f
bn:00001529n	na:0345f
bn:00001539n	na:0372f
bn:00001543n	na:0200f
bn:00001553n	na:0430f
bn:00001557n	na:0089f
bn:00001563n	na:0387f
bn:00001564n	na:0504f
bn:00001572n	na:0320f
bn:00001587n	na:0111f
bn:00001588n	na:0525f
bn:00001589n	na:0334f
bn:00001230n	na:0334f
bn:00001601n	na:0177f
bn:00001602n	na:0022f
bn:00001657n	na:0433f
bn:00001658n	na:0434f
bn:00001673n	na:0446f
bn:00001674n	na:0526f
bn:00001677n	na:0153f
bn:00001678n	na:0219f
bn:00001691n	na:0483f
bn:00001693n	na:0051f
bn:00001694n	na:0321f
bn:00001698n	na:0247f
bn:00001736n	na:0545f
bn:00001739n	na:0597f
bn:00001741n	na:0017f
bn:00001756n	na:0217f
bn:00001760n	na:0434f
bn:00001764n	na:0259f
