VerbAtlas 1.1.0 - SapienzaNLP - LICENSE: CC BY-SA-NC 4.0 - http://verbatlas.org
va:0082p	bn:00061560n	performance	https://upload.wikimedia.org/wikipedia/commons/3/3a/Ballerina-icon.jpg
va:0083p	bn:00062164n	physical_entity	https://upload.wikimedia.org/wikipedia/commons/b/b5/CGKilogram.jpg
va:0084p	bn:00058442n	physical_object	https://upload.wikimedia.org/wikipedia/commons/7/7d/Trunc-icosa.jpg
va:0085p	bn:00062167n	physical_process	https://upload.wikimedia.org/wikipedia/commons/7/74/Space_Fire.jpg
va:0086p	bn:00062699n	place	https://upload.wikimedia.org/wikipedia/commons/1/13/Latitude_%28PSF%29.png
va:0087p	bn:00035324n	plant	https://upload.wikimedia.org/wikipedia/commons/3/37/Rose_Amber_Flush_20070601.jpg
va:0088p	bn:00062812n	plant_part	https://upload.wikimedia.org/wikipedia/commons/6/6e/Diversity_of_plants_image_version_5.png
va:0089p	bn:00062928n	play	https://upload.wikimedia.org/wikipedia/commons/7/7f/Mosaic_depicting_theatrical_masks_of_Tragedy_and_Comedy_%28Thermae_Decianae%29.jpg
va:0090p	bn:00061609n	playing_period	https://upload.wikimedia.org/wikipedia/commons/7/70/Wooden_hourglass_3.jpg
va:0091p	bn:00010073n	position	https://upload.wikimedia.org/wikipedia/commons/0/00/Gustave_Courbet_040.jpg
va:0092p	bn:00059529n	prayer	https://upload.wikimedia.org/wikipedia/commons/c/c2/Albrecht_D%C3%BCrer_Betende_H%C3%A4nde.jpg
va:0093p	bn:00065874n	radiation	https://upload.wikimedia.org/wikipedia/commons/0/0b/Radiation_warning_symbol.svg
va:0094p	bn:00066032n	rain	https://upload.wikimedia.org/wikipedia/commons/c/c2/Heavy_Rain.jpg
va:0095p	bn:00066152n	rank	https://upload.wikimedia.org/wikipedia/commons/f/f1/Heraldic_Imperial_Crown_%28Common%29.svg
va:0096p	bn:00067043n	religious_ritual	https://upload.wikimedia.org/wikipedia/commons/f/f7/Bautizo.jpg
va:0097p	bn:00030952n	research	https://upload.wikimedia.org/wikipedia/commons/1/1f/P_Psychology2.png
va:0098p	bn:00009396n	rhythm	https://upload.wikimedia.org/wikipedia/commons/e/ee/Taiwanese_taiko_drummer.jpg
va:0099p	bn:00067939n	ritual	https://upload.wikimedia.org/wikipedia/commons/2/2e/Eucharistic_Adoration.jpg
va:0100p	bn:00069750n	score	https://upload.wikimedia.org/wikipedia/commons/6/60/Final_Score_Andy_Roddick_vs_Saulnier.jpg
va:0101p	bn:00071281n	shot	https://upload.wikimedia.org/wikipedia/commons/e/ee/G%C3%B6tze_kicks_the_match_winning_goal.jpg
va:0102p	bn:00072535n	social_event	https://upload.wikimedia.org/wikipedia/commons/c/cb/BackyardParty.jpg
va:0103p	bn:00072536n	social_group	https://upload.wikimedia.org/wikipedia/commons/6/68/Social-network.svg
va:0104p	bn:00041883n	soil	https://upload.wikimedia.org/wikipedia/commons/5/50/Prau.JPG
va:0105p	bn:00072892n	sound	https://upload.wikimedia.org/wikipedia/commons/a/a5/Cochlea_wave_animated.gif
va:0106p	bn:00073248n	speech_act	https://upload.wikimedia.org/wikipedia/commons/1/14/Freies_Wissen_Fellow_Presentation.jpg
va:0107p	bn:00063703n	status	https://upload.wikimedia.org/wikipedia/commons/e/e1/UN-laissez-passer.jpg
va:0108p	bn:00022071n	structure	https://farm4.static.flickr.com/3378/3194039853_fa537efe89.jpg
va:0109p	bn:00074985n	substance	https://upload.wikimedia.org/wikipedia/commons/4/4b/16_wood_samples.jpg
va:0110p	bn:00075373n	surface	https://upload.wikimedia.org/wikipedia/commons/1/1e/SurfacesWithAndWithoutBoundary.svg
va:0111p	bn:00049573n	task	https://upload.wikimedia.org/wikipedia/commons/4/44/3D_Team_Leadership_Arrow_Concept.jpg
va:0112p	bn:00076192n	taste	https://upload.wikimedia.org/wikipedia/commons/3/3f/Dobos_cake_%28Gerbeaud_Confectionery_Budapest_Hungary%29.jpg
va:0113p	bn:00073699n	team	https://upload.wikimedia.org/wikipedia/commons/9/9c/Swiss_national_football_team.jpg
va:0114p	bn:00061605n	time_period	https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Stock_alarm.svg/200px-Stock_alarm.svg.png
va:0115p	bn:00077930n	trait	https://upload.wikimedia.org/wikipedia/commons/8/80/First_aid_masks_for_CPR_training.jpg
va:0116p	bn:00079106n	unit_of_measurement	https://upload.wikimedia.org/wikipedia/commons/8/86/Steel_ruler_closeup.jpg
va:0117p	bn:00079508n	value	https://upload.wikimedia.org/wikipedia/commons/2/2e/Pi-symbol.svg
va:0118p	bn:00079571n	vapor	https://upload.wikimedia.org/wikipedia/commons/7/77/FR_TYB_ME_4.JPG
va:0119p	bn:00079675n	vehicle	https://upload.wikimedia.org/wikipedia/commons/0/0d/Tata_Marcopolo_Green_Chandigarh_Ind.jpg
va:0120p	bn:00030625n	work	https://upload.wikimedia.org/wikipedia/commons/2/25/Colombia_Jackhammer_01.jpg
va:0121p	bn:00081593n	worker	https://farm4.static.flickr.com/3220/2981317273_79423f8611.jpg
va:0122p	bn:00010851n	written_communication	https://upload.wikimedia.org/wikipedia/commons/0/0e/Stipula_fountain_pen.jpg
